CMDLINE C:\Users\bhewl\AppData\Local\Microsoft\WindowsApps\PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0\python.exe main.py
MEM 143.441406 1635994173.7914
MEM 143.441406 1635994173.9010
MEM 143.441406 1635994174.0108
MEM 143.441406 1635994174.1225
MEM 143.441406 1635994174.2302
MEM 143.441406 1635994174.3389
MEM 143.441406 1635994174.4476
MEM 143.441406 1635994174.5592
MEM 143.441406 1635994174.6709
MEM 143.441406 1635994174.7816
MEM 143.441406 1635994174.8923
MEM 143.441406 1635994175.0031
MEM 143.441406 1635994175.1144
MEM 143.441406 1635994175.2251
MEM 143.460938 1635994175.3368
MEM 143.468750 1635994175.4465
MEM 143.468750 1635994175.5582
MEM 143.468750 1635994175.6689
MEM 143.468750 1635994175.7796
MEM 143.468750 1635994175.8913
MEM 143.468750 1635994176.0010
MEM 143.468750 1635994176.1107
MEM 143.468750 1635994176.2224
MEM 143.468750 1635994176.3322
MEM 143.468750 1635994176.4438
MEM 143.437500 1635994176.5545
MEM 143.437500 1635994176.6642
MEM 143.437500 1635994176.7750
MEM 143.437500 1635994176.8847
MEM 143.437500 1635994176.9964
MEM 143.437500 1635994177.1060
MEM 143.437500 1635994177.2167
MEM 143.437500 1635994177.3265
MEM 143.437500 1635994177.4382
MEM 143.437500 1635994177.5479
MEM 143.437500 1635994177.6577
MEM 143.437500 1635994177.7684
MEM 143.445312 1635994177.8791
MEM 143.445312 1635994177.9888
MEM 143.445312 1635994178.0985
MEM 143.445312 1635994178.2082
MEM 143.445312 1635994178.3179
MEM 143.445312 1635994178.4266
MEM 143.445312 1635994178.5383
MEM 143.457031 1635994178.6480
MEM 143.460938 1635994178.7587
MEM 143.460938 1635994178.8694
MEM 143.460938 1635994178.9802
MEM 143.398438 1635994179.0919
MEM 143.398438 1635994179.2015
MEM 143.398438 1635994179.3122
MEM 143.398438 1635994179.4229
MEM 143.398438 1635994179.5326
MEM 143.398438 1635994179.6423
MEM 143.402344 1635994179.7540
MEM 143.402344 1635994179.8638
MEM 143.402344 1635994179.9735
MEM 143.402344 1635994180.0842
MEM 143.402344 1635994180.1947
MEM 143.414062 1635994180.3034
MEM 143.414062 1635994180.4141
MEM 143.441406 1635994180.5238
MEM 143.441406 1635994180.6335
MEM 143.441406 1635994180.7452
MEM 143.441406 1635994180.8549
MEM 143.441406 1635994180.9666
MEM 143.441406 1635994181.0773
MEM 143.441406 1635994181.1880
MEM 143.441406 1635994181.2988
MEM 143.441406 1635994181.4084
MEM 143.441406 1635994181.5201
MEM 143.441406 1635994181.6298
MEM 143.441406 1635994181.7375
MEM 143.441406 1635994181.8493
MEM 143.441406 1635994181.9600
MEM 143.394531 1635994182.0697
MEM 143.394531 1635994182.1794
MEM 143.394531 1635994182.2901
MEM 143.394531 1635994182.4008
MEM 143.394531 1635994182.5115
MEM 143.394531 1635994182.6222
MEM 143.394531 1635994182.7319
MEM 143.406250 1635994182.8416
MEM 143.410156 1635994182.9533
MEM 143.410156 1635994183.0640
MEM 143.410156 1635994183.1737
MEM 143.410156 1635994183.2844
MEM 143.410156 1635994183.3952
MEM 143.410156 1635994183.5069
MEM 143.410156 1635994183.6186
MEM 143.414062 1635994183.7303
MEM 143.425781 1635994183.8416
MEM 143.429688 1635994183.9493
MEM 143.429688 1635994184.0584
MEM 143.429688 1635994184.1681
MEM 143.429688 1635994184.2798
MEM 143.429688 1635994184.3895
MEM 143.429688 1635994184.5012
MEM 143.429688 1635994184.6119
MEM 143.429688 1635994184.7226
MEM 143.429688 1635994184.8343
MEM 143.429688 1635994184.9450
MEM 143.429688 1635994185.0547
MEM 143.429688 1635994185.1654
MEM 143.429688 1635994185.2761
MEM 143.441406 1635994185.3868
MEM 143.441406 1635994185.4975
MEM 143.457031 1635994185.6092
MEM 143.457031 1635994185.7209
MEM 143.457031 1635994185.8306
MEM 143.457031 1635994185.9423
MEM 143.457031 1635994186.0530
MEM 143.457031 1635994186.1637
MEM 143.457031 1635994186.2734
MEM 143.375000 1635994186.3825
MEM 143.375000 1635994186.4942
MEM 143.375000 1635994186.6048
MEM 143.375000 1635994186.7155
MEM 143.375000 1635994186.8272
MEM 143.375000 1635994186.9389
MEM 143.375000 1635994187.0497
MEM 143.375000 1635994187.1614
MEM 143.375000 1635994187.2730
MEM 143.375000 1635994187.3828
MEM 143.375000 1635994187.4944
MEM 143.375000 1635994187.6022
MEM 143.375000 1635994187.7119
MEM 143.375000 1635994187.8232
MEM 143.378906 1635994187.9339
MEM 143.378906 1635994188.0426
MEM 143.410156 1635994188.1543
MEM 143.410156 1635994188.2650
MEM 143.410156 1635994188.3757
MEM 143.410156 1635994188.4854
MEM 143.410156 1635994188.5971
MEM 143.410156 1635994188.7078
MEM 143.410156 1635994188.8175
MEM 143.410156 1635994188.9283
MEM 143.410156 1635994189.0380
MEM 143.410156 1635994189.1487
MEM 143.410156 1635994189.2594
MEM 143.410156 1635994189.3701
MEM 143.410156 1635994189.4808
MEM 143.410156 1635994189.5895
MEM 143.410156 1635994189.7012
MEM 143.410156 1635994189.8125
MEM 143.410156 1635994189.9222
MEM 143.410156 1635994190.0319
MEM 143.410156 1635994190.1426
MEM 143.410156 1635994190.2533
MEM 143.410156 1635994190.3650
MEM 143.410156 1635994190.4767
MEM 143.410156 1635994190.5874
MEM 143.410156 1635994190.6992
MEM 143.425781 1635994190.8108
MEM 143.441406 1635994190.9226
MEM 143.441406 1635994191.0323
MEM 143.441406 1635994191.1440
MEM 143.441406 1635994191.2536
MEM 143.441406 1635994191.3634
MEM 143.441406 1635994191.4731
MEM 143.441406 1635994191.5834
MEM 143.441406 1635994191.6911
MEM 143.441406 1635994191.8008
MEM 143.339844 1635994191.9085
MEM 143.339844 1635994192.0182
MEM 143.339844 1635994192.1289
MEM 143.339844 1635994192.2406
MEM 143.339844 1635994192.3523
MEM 143.339844 1635994192.4639
MEM 143.339844 1635994192.5735
MEM 143.339844 1635994192.6842
MEM 143.339844 1635994192.7959
MEM 143.339844 1635994192.9076
MEM 143.339844 1635994193.0170
MEM 143.339844 1635994193.1257
MEM 143.339844 1635994193.2374
MEM 143.386719 1635994193.3451
MEM 143.386719 1635994193.4568
MEM 143.386719 1635994193.5685
MEM 143.386719 1635994193.6782
MEM 143.386719 1635994193.7879
MEM 143.386719 1635994193.8976
MEM 143.390625 1635994194.0073
MEM 143.402344 1635994194.1146
MEM 143.406250 1635994194.2263
MEM 143.406250 1635994194.3360
MEM 143.406250 1635994194.4477
MEM 143.406250 1635994194.5584
MEM 143.406250 1635994194.6691
MEM 143.406250 1635994194.7798
MEM 143.406250 1635994194.8915
MEM 143.406250 1635994195.0023
MEM 143.406250 1635994195.1130
MEM 143.406250 1635994195.2227
MEM 143.406250 1635994195.3323
MEM 143.406250 1635994195.4420
MEM 143.406250 1635994195.5517
MEM 143.417969 1635994195.6615
MEM 143.417969 1635994195.7722
MEM 143.425781 1635994195.8829
MEM 143.425781 1635994195.9926
MEM 143.425781 1635994196.1043
MEM 143.425781 1635994196.2160
MEM 143.425781 1635994196.3277
MEM 143.425781 1635994196.4384
MEM 143.425781 1635994196.5481
MEM 143.425781 1635994196.6598
MEM 143.425781 1635994196.7705
MEM 143.425781 1635994196.8802
MEM 143.425781 1635994196.9909
MEM 143.425781 1635994197.1016
MEM 143.425781 1635994197.2104
MEM 143.425781 1635994197.3210
MEM 143.425781 1635994197.4277
MEM 143.425781 1635994197.5385
MEM 143.425781 1635994197.6498
MEM 143.425781 1635994197.7615
MEM 143.429688 1635994197.8732
MEM 143.433594 1635994197.9829
MEM 143.433594 1635994198.0946
MEM 143.433594 1635994198.2057
MEM 143.433594 1635994198.3164
MEM 143.433594 1635994198.4261
MEM 143.449219 1635994198.5368
MEM 143.449219 1635994198.6485
MEM 143.449219 1635994198.7582
MEM 143.449219 1635994198.8689
MEM 143.449219 1635994198.9796
MEM 143.449219 1635994199.0903
MEM 143.449219 1635994199.2000
MEM 143.449219 1635994199.3097
MEM 143.449219 1635994199.4195
MEM 143.449219 1635994199.5292
MEM 143.449219 1635994199.6389
MEM 143.449219 1635994199.7505
MEM 143.449219 1635994199.8623
MEM 143.449219 1635994199.9700
MEM 143.449219 1635994200.0817
MEM 143.449219 1635994200.1927
MEM 143.449219 1635994200.3025
MEM 143.449219 1635994200.4131
MEM 143.449219 1635994200.5228
MEM 143.449219 1635994200.6335
MEM 143.449219 1635994200.7440
MEM 143.449219 1635994200.8547
MEM 143.449219 1635994200.9664
MEM 143.449219 1635994201.0771
MEM 143.449219 1635994201.1878
MEM 143.449219 1635994201.2975
MEM 143.449219 1635994201.4072
MEM 143.449219 1635994201.5189
MEM 143.449219 1635994201.6286
MEM 143.449219 1635994201.7383
MEM 143.449219 1635994201.8471
MEM 143.449219 1635994201.9578
MEM 143.449219 1635994202.0684
MEM 143.449219 1635994202.1792
MEM 143.449219 1635994202.2899
MEM 143.449219 1635994202.3995
MEM 143.449219 1635994202.5103
MEM 143.449219 1635994202.6210
MEM 143.449219 1635994202.7316
MEM 143.449219 1635994202.8414
MEM 143.449219 1635994202.9521
MEM 143.449219 1635994203.0628
MEM 143.449219 1635994203.1735
MEM 143.449219 1635994203.2848
MEM 143.449219 1635994203.3945
MEM 143.449219 1635994203.5033
MEM 143.449219 1635994203.6140
MEM 143.449219 1635994203.7227
MEM 143.449219 1635994203.8313
MEM 143.449219 1635994203.9430
MEM 143.449219 1635994204.0507
MEM 143.449219 1635994204.1625
MEM 143.449219 1635994204.2722
MEM 143.449219 1635994204.3829
MEM 143.449219 1635994204.4926
MEM 143.449219 1635994204.6033
MEM 143.277344 1635994204.7140
MEM 143.277344 1635994204.8247
MEM 143.277344 1635994204.9364
MEM 143.277344 1635994205.0471
MEM 143.277344 1635994205.1568
MEM 143.277344 1635994205.2682
MEM 143.277344 1635994205.3770
MEM 143.277344 1635994205.4857
MEM 143.277344 1635994205.5954
MEM 143.277344 1635994205.7051
MEM 143.277344 1635994205.8148
MEM 143.277344 1635994205.9245
MEM 143.296875 1635994206.0362
MEM 143.363281 1635994206.1479
MEM 143.363281 1635994206.2586
MEM 143.363281 1635994206.3683
MEM 143.363281 1635994206.4790
MEM 143.363281 1635994206.5897
MEM 143.363281 1635994206.7004
MEM 143.363281 1635994206.8111
MEM 143.363281 1635994206.9228
MEM 143.363281 1635994207.0345
MEM 143.363281 1635994207.1453
MEM 143.332031 1635994207.2539
MEM 143.332031 1635994207.3656
MEM 143.332031 1635994207.4754
MEM 143.332031 1635994207.5870
MEM 143.332031 1635994207.6968
MEM 143.332031 1635994207.8085
MEM 143.332031 1635994207.9202
MEM 143.332031 1635994208.0299
MEM 143.332031 1635994208.1415
MEM 143.332031 1635994208.2533
MEM 143.332031 1635994208.3640
MEM 143.332031 1635994208.4757
MEM 143.332031 1635994208.5864
MEM 143.332031 1635994208.6971
MEM 143.343750 1635994208.8078
MEM 143.343750 1635994208.9185
MEM 143.343750 1635994209.0292
MEM 143.343750 1635994209.1399
MEM 143.343750 1635994209.2516
MEM 143.355469 1635994209.3613
MEM 143.359375 1635994209.4727
MEM 143.359375 1635994209.5824
MEM 143.359375 1635994209.6921
MEM 143.359375 1635994209.8018
MEM 143.359375 1635994209.9115
MEM 143.359375 1635994210.0212
MEM 143.359375 1635994210.1330
MEM 143.359375 1635994210.2426
MEM 143.363281 1635994210.3543
MEM 143.363281 1635994210.4650
MEM 143.363281 1635994210.5767
MEM 143.363281 1635994210.6864
MEM 143.363281 1635994210.7972
MEM 143.363281 1635994210.9078
MEM 143.375000 1635994211.0175
MEM 143.386719 1635994211.1273
MEM 143.414062 1635994211.2380
MEM 143.414062 1635994211.3497
MEM 143.414062 1635994211.4594
MEM 143.414062 1635994211.5691
MEM 143.414062 1635994211.6788
MEM 143.414062 1635994211.7885
MEM 143.414062 1635994211.8992
MEM 143.414062 1635994212.0098
MEM 143.414062 1635994212.1195
MEM 143.414062 1635994212.2292
MEM 143.414062 1635994212.3389
MEM 143.414062 1635994212.4506
MEM 143.414062 1635994212.5623
MEM 143.414062 1635994212.6740
MEM 143.414062 1635994212.7847
MEM 143.414062 1635994212.8964
MEM 143.414062 1635994213.0071
MEM 143.414062 1635994213.1179
MEM 143.414062 1635994213.2276
MEM 143.414062 1635994213.3373
MEM 143.414062 1635994213.4469
MEM 143.414062 1635994213.5587
MEM 143.414062 1635994213.6684
MEM 143.437500 1635994213.7800
MEM 143.437500 1635994213.8897
MEM 143.437500 1635994213.9995
MEM 143.437500 1635994214.1112
MEM 143.437500 1635994214.2209
MEM 143.437500 1635994214.3316
MEM 143.437500 1635994214.4423
MEM 143.437500 1635994214.5530
MEM 143.437500 1635994214.6637
MEM 143.437500 1635994214.7744
MEM 143.437500 1635994214.8851
MEM 143.437500 1635994214.9948
MEM 143.437500 1635994215.1065
MEM 143.437500 1635994215.2162
MEM 143.437500 1635994215.3269
MEM 143.437500 1635994215.4346
MEM 143.406250 1635994215.5463
MEM 143.406250 1635994215.6561
MEM 143.406250 1635994215.7677
MEM 143.406250 1635994215.8774
MEM 143.406250 1635994215.9871
MEM 143.406250 1635994216.0968
MEM 143.406250 1635994216.2066
MEM 143.406250 1635994216.3173
MEM 143.406250 1635994216.4270
MEM 143.406250 1635994216.5377
MEM 143.406250 1635994216.6494
MEM 143.406250 1635994216.7601
MEM 143.406250 1635994216.8698
MEM 143.410156 1635994216.9805
MEM 143.425781 1635994217.0902
MEM 143.425781 1635994217.2019
MEM 143.425781 1635994217.3136
MEM 143.375000 1635994217.4233
MEM 143.375000 1635994217.5350
MEM 143.375000 1635994217.6447
MEM 143.375000 1635994217.7545
MEM 143.375000 1635994217.8641
MEM 143.375000 1635994217.9756
MEM 143.375000 1635994218.0853
MEM 143.375000 1635994218.1960
MEM 143.375000 1635994218.3067
MEM 143.375000 1635994218.4184
MEM 143.375000 1635994218.5301
MEM 143.386719 1635994218.6391
MEM 143.386719 1635994218.7498
MEM 143.421875 1635994218.8605
MEM 143.421875 1635994218.9722
MEM 143.421875 1635994219.0829
MEM 143.421875 1635994219.1946
MEM 143.421875 1635994219.3052
MEM 143.421875 1635994219.4149
MEM 143.421875 1635994219.5247
MEM 143.421875 1635994219.6361
MEM 143.421875 1635994219.7457
MEM 143.421875 1635994219.8574
MEM 143.421875 1635994219.9691
MEM 143.421875 1635994220.0788
MEM 143.421875 1635994220.1905
MEM 143.421875 1635994220.3002
MEM 143.421875 1635994220.4100
MEM 143.421875 1635994220.5207
MEM 143.421875 1635994220.6314
MEM 143.421875 1635994220.7421
MEM 143.421875 1635994220.8518
MEM 143.421875 1635994220.9635
MEM 143.421875 1635994221.0745
MEM 143.421875 1635994221.1863
MEM 143.421875 1635994221.2959
MEM 143.429688 1635994221.4056
MEM 143.429688 1635994221.5153
MEM 143.429688 1635994221.6261
MEM 143.429688 1635994221.7368
MEM 143.429688 1635994221.8485
MEM 143.429688 1635994221.9602
MEM 143.429688 1635994222.0699
MEM 143.429688 1635994222.1814
MEM 143.429688 1635994222.2912
MEM 143.429688 1635994222.4029
MEM 143.429688 1635994222.5136
MEM 143.429688 1635994222.6243
MEM 143.429688 1635994222.7360
MEM 143.429688 1635994222.8467
MEM 143.332031 1635994222.9574
MEM 143.332031 1635994223.0671
MEM 143.332031 1635994223.1778
MEM 143.332031 1635994223.2885
MEM 143.332031 1635994223.3992
MEM 143.332031 1635994223.5089
MEM 143.332031 1635994223.6186
MEM 143.332031 1635994223.7283
MEM 143.332031 1635994223.8381
MEM 143.367188 1635994223.9488
MEM 143.382812 1635994224.0595
MEM 143.382812 1635994224.1672
MEM 143.382812 1635994224.2769
MEM 143.382812 1635994224.3886
MEM 143.382812 1635994224.4983
MEM 143.386719 1635994224.6080
MEM 143.398438 1635994224.7187
MEM 143.398438 1635994224.8294
MEM 143.398438 1635994224.9391
MEM 143.398438 1635994225.0498
MEM 143.398438 1635994225.1615
MEM 143.398438 1635994225.2722
MEM 143.398438 1635994225.3829
MEM 143.398438 1635994225.4946
MEM 143.398438 1635994225.6043
MEM 143.343750 1635994225.7160
MEM 143.343750 1635994225.8257
MEM 143.343750 1635994225.9374
MEM 143.343750 1635994226.0491
MEM 143.343750 1635994226.1588
MEM 143.355469 1635994226.2686
MEM 143.355469 1635994226.3782
MEM 143.375000 1635994226.4900
MEM 143.386719 1635994226.6007
MEM 143.386719 1635994226.7113
MEM 143.386719 1635994226.8221
MEM 143.386719 1635994226.9317
MEM 143.386719 1635994227.0414
MEM 143.386719 1635994227.1522
MEM 143.386719 1635994227.2629
MEM 143.386719 1635994227.3746
MEM 143.386719 1635994227.4833
MEM 143.386719 1635994227.5950
MEM 143.386719 1635994227.7047
MEM 143.386719 1635994227.8164
MEM 143.386719 1635994227.9261
MEM 143.386719 1635994228.0378
MEM 143.355469 1635994228.1475
MEM 143.355469 1635994228.2572
MEM 143.355469 1635994228.3669
MEM 143.355469 1635994228.4776
MEM 143.355469 1635994228.5884
MEM 143.355469 1635994228.6991
MEM 143.355469 1635994228.8098
MEM 143.355469 1635994228.9215
MEM 143.355469 1635994229.0322
MEM 143.355469 1635994229.1439
MEM 143.371094 1635994229.2536
MEM 143.371094 1635994229.3643
MEM 143.371094 1635994229.4739
MEM 143.371094 1635994229.5827
MEM 143.371094 1635994229.6934
MEM 143.382812 1635994229.8041
MEM 143.390625 1635994229.9138
MEM 143.390625 1635994230.0245
MEM 143.390625 1635994230.1352
MEM 143.390625 1635994230.2469
MEM 143.339844 1635994230.3586
MEM 143.339844 1635994230.4683
MEM 143.339844 1635994230.5800
MEM 143.339844 1635994230.6897
MEM 143.339844 1635994230.8004
MEM 143.339844 1635994230.9121
MEM 143.339844 1635994231.0218
MEM 143.339844 1635994231.1325
MEM 143.339844 1635994231.2432
MEM 143.339844 1635994231.3539
MEM 143.351562 1635994231.4657
MEM 143.351562 1635994231.5754
MEM 143.386719 1635994231.6851
MEM 143.386719 1635994231.7958
MEM 143.386719 1635994231.9044
MEM 143.386719 1635994232.0161
MEM 143.386719 1635994232.1259
MEM 143.386719 1635994232.2356
MEM 143.386719 1635994232.3473
MEM 143.386719 1635994232.4550
MEM 143.386719 1635994232.5657
MEM 143.386719 1635994232.6764
MEM 143.332031 1635994232.7861
MEM 143.332031 1635994232.8978
MEM 143.332031 1635994233.0085
MEM 143.332031 1635994233.1202
MEM 143.332031 1635994233.2309
MEM 143.332031 1635994233.3416
MEM 143.332031 1635994233.4523
MEM 143.332031 1635994233.5621
MEM 143.332031 1635994233.6738
MEM 143.332031 1635994233.7835
MEM 143.332031 1635994233.8952
MEM 143.332031 1635994234.0058
MEM 143.351562 1635994234.1166
MEM 143.382812 1635994234.2262
MEM 143.382812 1635994234.3340
MEM 143.382812 1635994234.4437
MEM 143.382812 1635994234.5544
MEM 143.382812 1635994234.6661
MEM 143.382812 1635994234.7768
MEM 143.382812 1635994234.8875
MEM 143.382812 1635994234.9990
MEM 143.382812 1635994235.1097
MEM 143.382812 1635994235.2204
MEM 143.382812 1635994235.3311
MEM 143.382812 1635994235.4418
MEM 143.382812 1635994235.5515
MEM 143.382812 1635994235.6622
MEM 143.382812 1635994235.7719
MEM 143.382812 1635994235.8816
MEM 143.382812 1635994235.9923
MEM 143.382812 1635994236.1030
MEM 143.382812 1635994236.2107
MEM 143.382812 1635994236.3224
MEM 143.382812 1635994236.4322
MEM 143.382812 1635994236.5428
MEM 143.390625 1635994236.6526
MEM 143.417969 1635994236.7633
MEM 143.417969 1635994236.8750
MEM 143.417969 1635994236.9847
MEM 143.417969 1635994237.0954
MEM 143.417969 1635994237.2051
MEM 143.417969 1635994237.3158
MEM 143.417969 1635994237.4265
MEM 143.417969 1635994237.5368
MEM 143.417969 1635994237.6485
MEM 143.386719 1635994237.7582
MEM 143.386719 1635994237.8699
MEM 143.386719 1635994237.9796
MEM 143.386719 1635994238.0893
MEM 143.386719 1635994238.2010
MEM 143.386719 1635994238.3108
MEM 143.386719 1635994238.4203
MEM 143.386719 1635994238.5300
MEM 143.386719 1635994238.6397
MEM 143.386719 1635994238.7514
MEM 143.386719 1635994238.8621
MEM 143.386719 1635994238.9719
MEM 143.386719 1635994239.0826
MEM 143.390625 1635994239.1943
MEM 143.390625 1635994239.3060
MEM 143.390625 1635994239.4147
MEM 143.390625 1635994239.5264
MEM 143.390625 1635994239.6361
MEM 143.390625 1635994239.7458
MEM 143.390625 1635994239.8575
MEM 143.398438 1635994239.9672
MEM 143.410156 1635994240.0789
MEM 143.410156 1635994240.1896
MEM 143.410156 1635994240.3003
MEM 143.410156 1635994240.4100
MEM 143.343750 1635994240.5217
MEM 143.343750 1635994240.6314
MEM 143.343750 1635994240.7431
MEM 143.343750 1635994240.8538
MEM 143.343750 1635994240.9635
MEM 143.343750 1635994241.0743
MEM 143.343750 1635994241.1840
MEM 143.343750 1635994241.2957
MEM 143.343750 1635994241.4074
MEM 143.343750 1635994241.5171
MEM 143.343750 1635994241.6278
MEM 143.355469 1635994241.7365
MEM 143.355469 1635994241.8482
MEM 143.390625 1635994241.9599
MEM 143.390625 1635994242.0696
MEM 143.390625 1635994242.1803
MEM 143.390625 1635994242.2910
MEM 143.390625 1635994242.4017
MEM 143.390625 1635994242.5124
MEM 143.390625 1635994242.6231
MEM 143.390625 1635994242.7347
MEM 143.390625 1635994242.8444
MEM 143.390625 1635994242.9550
MEM 143.390625 1635994243.0647
MEM 143.390625 1635994243.1765
MEM 143.390625 1635994243.2862
MEM 143.390625 1635994243.3959
MEM 143.308594 1635994243.5066
MEM 143.308594 1635994243.6177
MEM 143.308594 1635994243.7294
MEM 143.308594 1635994243.8391
MEM 143.308594 1635994243.9489
MEM 143.308594 1635994244.0595
MEM 143.308594 1635994244.1693
MEM 143.308594 1635994244.2800
MEM 143.332031 1635994244.3907
MEM 143.347656 1635994244.5014
MEM 143.359375 1635994244.6111
MEM 143.359375 1635994244.7218
MEM 143.359375 1635994244.8325
MEM 143.359375 1635994244.9432
MEM 143.359375 1635994245.0549
MEM 143.375000 1635994245.1666
MEM 143.378906 1635994245.2742
MEM 143.378906 1635994245.3859
MEM 143.378906 1635994245.4956
MEM 143.378906 1635994245.6053
MEM 143.378906 1635994245.7170
MEM 143.378906 1635994245.8287
MEM 143.378906 1635994245.9404
MEM 143.378906 1635994246.0521
MEM 143.378906 1635994246.1638
MEM 143.378906 1635994246.2755
MEM 143.378906 1635994246.3863
MEM 143.378906 1635994246.4980
MEM 143.378906 1635994246.6077
MEM 143.378906 1635994246.7184
MEM 143.390625 1635994246.8281
MEM 143.421875 1635994246.9378
MEM 143.421875 1635994247.0495
MEM 143.437500 1635994247.1612
MEM 143.437500 1635994247.2709
MEM 143.437500 1635994247.3826
MEM 143.437500 1635994247.4943
MEM 143.437500 1635994247.6060
MEM 143.437500 1635994247.7177
MEM 143.437500 1635994247.8294
MEM 143.437500 1635994247.9371
MEM 143.437500 1635994248.0488
MEM 143.437500 1635994248.1605
MEM 143.437500 1635994248.2702
MEM 143.437500 1635994248.3809
MEM 143.437500 1635994248.4906
MEM 143.378906 1635994248.6023
MEM 143.378906 1635994248.7120
MEM 143.378906 1635994248.8227
MEM 143.378906 1635994248.9334
MEM 143.378906 1635994249.0442
MEM 143.378906 1635994249.1549
MEM 143.378906 1635994249.2648
MEM 143.378906 1635994249.3745
MEM 143.398438 1635994249.4842
MEM 143.398438 1635994249.5938
MEM 143.398438 1635994249.7055
MEM 143.398438 1635994249.8173
MEM 143.398438 1635994249.9290
MEM 143.398438 1635994250.0406
MEM 143.398438 1635994250.1523
MEM 143.398438 1635994250.2640
MEM 143.398438 1635994250.3738
MEM 143.398438 1635994250.4845
MEM 143.398438 1635994250.5942
MEM 143.398438 1635994250.7059
MEM 143.398438 1635994250.8166
MEM 143.398438 1635994250.9263
MEM 143.398438 1635994251.0370
MEM 143.398438 1635994251.1457
MEM 143.398438 1635994251.2575
MEM 143.398438 1635994251.3672
MEM 143.398438 1635994251.4769
MEM 143.398438 1635994251.5876
MEM 143.398438 1635994251.6963
MEM 143.398438 1635994251.8080
MEM 143.398438 1635994251.9177
MEM 143.398438 1635994252.0274
MEM 143.410156 1635994252.1381
MEM 143.410156 1635994252.2478
MEM 143.410156 1635994252.3595
MEM 143.410156 1635994252.4692
MEM 143.410156 1635994252.5799
MEM 143.410156 1635994252.6916
MEM 143.410156 1635994252.8023
MEM 143.410156 1635994252.9119
MEM 143.410156 1635994253.0226
MEM 143.410156 1635994253.1343
MEM 143.410156 1635994253.2430
MEM 143.410156 1635994253.3527
MEM 143.410156 1635994253.4624
MEM 143.410156 1635994253.5741
MEM 143.410156 1635994253.6858
MEM 143.410156 1635994253.7977
MEM 143.378906 1635994253.9074
MEM 143.378906 1635994254.0171
MEM 143.378906 1635994254.1278
MEM 143.378906 1635994254.2375
MEM 143.378906 1635994254.3492
MEM 143.378906 1635994254.4599
MEM 143.378906 1635994254.5706
MEM 143.378906 1635994254.6804
MEM 143.394531 1635994254.7921
MEM 143.394531 1635994254.9028
MEM 143.394531 1635994255.0135
MEM 143.394531 1635994255.1232
MEM 143.394531 1635994255.2349
MEM 143.394531 1635994255.3465
MEM 143.410156 1635994255.4563
MEM 143.410156 1635994255.5680
MEM 143.410156 1635994255.6777
MEM 143.410156 1635994255.7893
MEM 143.410156 1635994255.9001
MEM 143.410156 1635994256.0108
MEM 143.410156 1635994256.1205
MEM 143.410156 1635994256.2312
MEM 143.363281 1635994256.3419
MEM 143.363281 1635994256.4526
MEM 143.363281 1635994256.5643
MEM 143.363281 1635994256.6760
MEM 143.363281 1635994256.7857
MEM 143.363281 1635994256.8964
MEM 143.367188 1635994257.0071
MEM 143.375000 1635994257.1188
MEM 143.406250 1635994257.2285
MEM 143.406250 1635994257.3402
MEM 143.406250 1635994257.4480
MEM 143.406250 1635994257.5577
MEM 143.406250 1635994257.6674
MEM 143.406250 1635994257.7791
MEM 143.406250 1635994257.8908
MEM 143.406250 1635994258.0005
MEM 143.406250 1635994258.1121
MEM 143.406250 1635994258.2229
MEM 143.406250 1635994258.3336
MEM 143.406250 1635994258.4443
MEM 143.308594 1635994258.5550
MEM 143.308594 1635994258.6667
MEM 143.308594 1635994258.7784
MEM 143.308594 1635994258.8871
MEM 143.308594 1635994258.9978
MEM 143.308594 1635994259.1085
MEM 143.308594 1635994259.2192
MEM 143.308594 1635994259.3299
MEM 143.308594 1635994259.4406
MEM 143.308594 1635994259.5503
MEM 143.308594 1635994259.6620
MEM 143.332031 1635994259.7737
MEM 143.332031 1635994259.8834
MEM 143.351562 1635994259.9931
MEM 143.351562 1635994260.1048
MEM 143.351562 1635994260.2146
MEM 143.351562 1635994260.3262
MEM 143.351562 1635994260.4359
MEM 143.367188 1635994260.5466
MEM 143.371094 1635994260.6559
MEM 143.371094 1635994260.7666
MEM 143.371094 1635994260.8783
MEM 143.371094 1635994260.9890
MEM 143.371094 1635994261.1007
MEM 143.371094 1635994261.2114
MEM 143.371094 1635994261.3231
MEM 143.324219 1635994261.4328
MEM 143.324219 1635994261.5445
MEM 143.324219 1635994261.6532
MEM 143.324219 1635994261.7639
MEM 143.324219 1635994261.8736
MEM 143.324219 1635994261.9853
MEM 143.332031 1635994262.0970
MEM 143.335938 1635994262.2068
MEM 143.355469 1635994262.3164
MEM 143.375000 1635994262.4281
MEM 143.386719 1635994262.5388
MEM 143.386719 1635994262.6495
MEM 143.386719 1635994262.7592
MEM 143.386719 1635994262.8699
MEM 143.386719 1635994262.9816
MEM 143.386719 1635994263.0908
MEM 143.386719 1635994263.2025
MEM 143.386719 1635994263.3142
MEM 143.386719 1635994263.4229
MEM 143.386719 1635994263.5336
MEM 143.386719 1635994263.6434
MEM 143.386719 1635994263.7551
MEM 143.386719 1635994263.8648
MEM 143.386719 1635994263.9763
MEM 143.386719 1635994264.0859
