CMDLINE C:\Users\bhewl\AppData\Local\Microsoft\WindowsApps\PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0\python.exe main.py
MEM 48.796875 1635993470.4677
MEM 48.933594 1635993470.5764
MEM 49.078125 1635993470.6871
MEM 49.234375 1635993470.7968
MEM 49.378906 1635993470.9065
MEM 49.593750 1635993471.0182
MEM 49.746094 1635993471.1259
MEM 49.898438 1635993471.2376
MEM 50.050781 1635993471.3473
MEM 50.144531 1635993471.4590
MEM 49.726562 1635993471.5703
MEM 49.738281 1635993471.6820
MEM 49.738281 1635993471.7917
MEM 49.738281 1635993471.9024
MEM 49.738281 1635993472.0121
MEM 49.738281 1635993472.1228
MEM 49.738281 1635993472.2345
MEM 49.738281 1635993472.3452
MEM 49.738281 1635993472.4549
MEM 49.593750 1635993472.5646
MEM 49.593750 1635993472.6793
MEM 49.593750 1635993472.7840
MEM 49.593750 1635993472.8958
MEM 49.593750 1635993473.0054
MEM 49.597656 1635993473.1171
MEM 49.613281 1635993473.2268
MEM 49.746094 1635993473.3386
MEM 49.800781 1635993473.4503
MEM 49.820312 1635993473.5610
MEM 49.839844 1635993473.6707
MEM 49.859375 1635993473.7824
MEM 50.007812 1635993473.8921
MEM 50.152344 1635993474.0028
MEM 49.613281 1635993474.1125
MEM 49.617188 1635993474.2222
MEM 49.621094 1635993474.3339
MEM 49.621094 1635993474.4436
MEM 49.621094 1635993474.5533
MEM 49.621094 1635993474.6640
MEM 49.621094 1635993474.7727
MEM 49.621094 1635993474.8844
MEM 49.621094 1635993474.9941
MEM 49.265625 1635993475.1039
MEM 49.265625 1635993475.2136
MEM 49.265625 1635993475.3252
MEM 49.265625 1635993475.4360
MEM 49.265625 1635993475.5460
MEM 49.367188 1635993475.6567
MEM 49.445312 1635993475.7674
MEM 49.515625 1635993475.8781
MEM 49.535156 1635993475.9888
MEM 49.566406 1635993476.0995
MEM 49.820312 1635993476.2092
MEM 49.910156 1635993476.3209
MEM 50.066406 1635993476.4316
MEM 50.222656 1635993476.5413
MEM 50.109375 1635993476.6510
MEM 50.113281 1635993476.7627
MEM 50.113281 1635993476.8744
MEM 50.113281 1635993476.9861
MEM 50.113281 1635993477.0958
MEM 50.113281 1635993477.2056
MEM 50.113281 1635993477.3173
MEM 50.113281 1635993477.4260
MEM 50.113281 1635993477.5377
MEM 50.113281 1635993477.6473
MEM 50.113281 1635993477.7580
MEM 50.113281 1635993477.8688
MEM 50.113281 1635993477.9795
MEM 50.113281 1635993478.0911
MEM 50.117188 1635993478.2029
MEM 50.117188 1635993478.3146
MEM 50.179688 1635993478.4253
MEM 50.273438 1635993478.5330
MEM 50.273438 1635993478.6427
MEM 50.273438 1635993478.7544
MEM 50.273438 1635993478.8641
MEM 50.273438 1635993478.9758
MEM 50.273438 1635993479.0855
MEM 49.929688 1635993479.1942
MEM 49.929688 1635993479.3049
MEM 49.929688 1635993479.4166
MEM 49.929688 1635993479.5263
MEM 49.929688 1635993479.6380
MEM 49.929688 1635993479.7478
MEM 49.929688 1635993479.8595
MEM 49.929688 1635993479.9692
MEM 49.929688 1635993480.0789
MEM 49.605469 1635993480.1906
MEM 49.605469 1635993480.3023
MEM 49.605469 1635993480.4130
MEM 49.605469 1635993480.5227
MEM 49.605469 1635993480.6324
MEM 49.683594 1635993480.7441
MEM 49.695312 1635993480.8538
MEM 49.757812 1635993480.9645
MEM 49.820312 1635993481.0752
MEM 49.832031 1635993481.1849
MEM 49.910156 1635993481.2966
MEM 49.937500 1635993481.4043
MEM 50.089844 1635993481.5150
MEM 50.246094 1635993481.6257
MEM 50.398438 1635993481.7373
MEM 50.398438 1635993481.8490
MEM 50.398438 1635993481.9597
MEM 50.398438 1635993482.0705
MEM 50.398438 1635993482.1782
MEM 50.398438 1635993482.2899
MEM 50.398438 1635993482.4006
MEM 50.398438 1635993482.5103
MEM 50.398438 1635993482.6210
MEM 50.398438 1635993482.7317
MEM 50.398438 1635993482.8394
MEM 50.398438 1635993482.9491
MEM 50.398438 1635993483.0608
MEM 50.398438 1635993483.1725
MEM 50.398438 1635993483.2842
MEM 50.480469 1635993483.3959
MEM 50.632812 1635993483.5046
MEM 50.632812 1635993483.6143
MEM 50.726562 1635993483.7250
MEM 50.789062 1635993483.8367
MEM 50.789062 1635993483.9474
MEM 50.792969 1635993484.0581
MEM 50.792969 1635993484.1678
MEM 50.792969 1635993484.2785
MEM 50.792969 1635993484.3898
MEM 50.542969 1635993484.5015
MEM 50.542969 1635993484.6124
MEM 50.542969 1635993484.7232
MEM 50.542969 1635993484.8319
MEM 50.542969 1635993484.9416
MEM 50.542969 1635993485.0533
MEM 50.542969 1635993485.1630
MEM 50.542969 1635993485.2747
MEM 50.542969 1635993485.3844
MEM 50.250000 1635993485.4961
MEM 50.250000 1635993485.6058
MEM 50.250000 1635993485.7165
MEM 50.250000 1635993485.8282
MEM 50.328125 1635993485.9374
MEM 50.328125 1635993486.0491
MEM 50.328125 1635993486.1599
MEM 50.328125 1635993486.2696
MEM 50.328125 1635993486.3803
MEM 50.328125 1635993486.4920
MEM 50.410156 1635993486.6017
MEM 50.433594 1635993486.7124
MEM 50.460938 1635993486.8231
MEM 50.523438 1635993486.9328
MEM 50.625000 1635993487.0422
MEM 50.625000 1635993487.1539
MEM 50.625000 1635993487.2655
MEM 50.625000 1635993487.3752
MEM 50.625000 1635993487.4850
MEM 50.625000 1635993487.5957
MEM 50.625000 1635993487.7064
MEM 50.625000 1635993487.8181
MEM 50.625000 1635993487.9298
MEM 50.625000 1635993488.0405
MEM 50.625000 1635993488.1512
MEM 50.625000 1635993488.2619
MEM 50.625000 1635993488.3716
MEM 50.628906 1635993488.4833
MEM 50.644531 1635993488.5950
MEM 50.644531 1635993488.7057
MEM 50.675781 1635993488.8164
MEM 50.675781 1635993488.9261
MEM 50.675781 1635993489.0378
MEM 50.800781 1635993489.1475
MEM 50.800781 1635993489.2592
MEM 50.800781 1635993489.3683
MEM 50.800781 1635993489.4794
MEM 50.800781 1635993489.5891
MEM 50.800781 1635993489.6976
MEM 50.800781 1635993489.8093
MEM 50.800781 1635993489.9196
MEM 50.800781 1635993490.0281
MEM 50.800781 1635993490.1379
MEM 50.800781 1635993490.2496
MEM 50.800781 1635993490.3604
MEM 50.800781 1635993490.4676
MEM 50.539062 1635993490.5763
MEM 50.539062 1635993490.6873
MEM 50.539062 1635993490.7991
MEM 50.539062 1635993490.9103
MEM 50.539062 1635993491.0200
MEM 50.613281 1635993491.1315
MEM 50.613281 1635993491.2412
MEM 50.613281 1635993491.3499
MEM 50.613281 1635993491.4597
MEM 50.613281 1635993491.5684
MEM 50.613281 1635993491.6791
MEM 50.675781 1635993491.7903
MEM 50.687500 1635993491.9000
MEM 50.714844 1635993492.0117
MEM 50.746094 1635993492.1224
MEM 50.753906 1635993492.2332
MEM 50.753906 1635993492.3428
MEM 50.753906 1635993492.4535
MEM 50.753906 1635993492.5602
MEM 50.753906 1635993492.6690
MEM 50.753906 1635993492.7779
MEM 50.753906 1635993492.8876
MEM 50.753906 1635993492.9993
MEM 50.753906 1635993493.1090
MEM 50.753906 1635993493.2197
MEM 50.753906 1635993493.3314
MEM 50.753906 1635993493.4431
MEM 50.753906 1635993493.5548
MEM 50.753906 1635993493.6646
MEM 50.761719 1635993493.7741
MEM 50.769531 1635993493.8848
MEM 50.769531 1635993493.9956
MEM 50.800781 1635993494.1062
MEM 50.800781 1635993494.2179
MEM 50.800781 1635993494.3276
MEM 50.800781 1635993494.4373
MEM 50.800781 1635993494.5470
MEM 50.800781 1635993494.6587
MEM 50.800781 1635993494.7654
MEM 50.800781 1635993494.8812
MEM 50.800781 1635993494.9860
MEM 50.800781 1635993495.0957
MEM 50.800781 1635993495.2054
MEM 50.800781 1635993495.3171
MEM 50.800781 1635993495.4258
MEM 50.800781 1635993495.5375
MEM 50.800781 1635993495.6482
MEM 50.800781 1635993495.7589
MEM 50.554688 1635993495.8686
MEM 50.554688 1635993495.9783
MEM 50.554688 1635993496.0890
MEM 50.554688 1635993496.1988
MEM 50.554688 1635993496.3105
MEM 50.636719 1635993496.4202
MEM 50.664062 1635993496.5319
MEM 50.664062 1635993496.6416
MEM 50.664062 1635993496.7513
MEM 50.664062 1635993496.8620
MEM 50.664062 1635993496.9726
MEM 50.664062 1635993497.0824
MEM 50.664062 1635993497.1921
MEM 50.675781 1635993497.3008
MEM 50.699219 1635993497.4115
MEM 50.699219 1635993497.5212
MEM 50.699219 1635993497.6328
MEM 50.699219 1635993497.7435
MEM 50.699219 1635993497.8542
MEM 50.699219 1635993497.9639
MEM 50.699219 1635993498.0736
MEM 50.699219 1635993498.1853
MEM 50.699219 1635993498.2950
MEM 50.699219 1635993498.4047
MEM 50.699219 1635993498.5154
MEM 50.699219 1635993498.6231
MEM 50.699219 1635993498.7338
MEM 50.699219 1635993498.8445
MEM 50.707031 1635993498.9532
MEM 50.714844 1635993499.0649
MEM 50.714844 1635993499.1736
MEM 50.746094 1635993499.2853
MEM 50.746094 1635993499.3960
MEM 50.746094 1635993499.5068
MEM 50.746094 1635993499.6185
MEM 50.746094 1635993499.7301
MEM 50.746094 1635993499.8419
MEM 50.746094 1635993499.9516
MEM 50.746094 1635993500.0623
MEM 50.746094 1635993500.1710
MEM 50.746094 1635993500.2827
MEM 50.746094 1635993500.3924
MEM 50.746094 1635993500.5021
MEM 50.746094 1635993500.6118
MEM 50.746094 1635993500.7215
MEM 50.746094 1635993500.8332
MEM 50.746094 1635993500.9429
MEM 50.550781 1635993501.0536
MEM 50.550781 1635993501.1633
MEM 50.550781 1635993501.2740
MEM 50.550781 1635993501.3857
MEM 50.625000 1635993501.4964
MEM 50.656250 1635993501.6082
MEM 50.656250 1635993501.7168
MEM 50.656250 1635993501.8285
MEM 50.656250 1635993501.9383
MEM 50.656250 1635993502.0490
MEM 50.656250 1635993502.1587
MEM 50.656250 1635993502.2674
MEM 50.664062 1635993502.3791
MEM 50.687500 1635993502.4888
MEM 50.691406 1635993502.6005
MEM 50.691406 1635993502.7102
MEM 50.691406 1635993502.8219
MEM 50.691406 1635993502.9316
MEM 50.691406 1635993503.0413
MEM 50.691406 1635993503.1520
MEM 50.691406 1635993503.2617
MEM 50.691406 1635993503.3714
MEM 50.691406 1635993503.4831
MEM 50.691406 1635993503.5938
MEM 50.691406 1635993503.7046
MEM 50.691406 1635993503.8162
MEM 50.691406 1635993503.9269
MEM 50.691406 1635993504.0387
MEM 50.722656 1635993504.1503
MEM 50.734375 1635993504.2620
MEM 50.765625 1635993504.3697
MEM 50.765625 1635993504.4794
MEM 50.765625 1635993504.5872
MEM 50.765625 1635993504.6969
MEM 50.765625 1635993504.8066
MEM 50.765625 1635993504.9143
MEM 50.765625 1635993505.0230
MEM 50.765625 1635993505.1317
MEM 50.765625 1635993505.2434
MEM 50.765625 1635993505.3531
MEM 50.765625 1635993505.4648
MEM 50.765625 1635993505.5755
MEM 50.765625 1635993505.6853
MEM 50.765625 1635993505.7949
MEM 50.765625 1635993505.9056
MEM 50.765625 1635993506.0173
MEM 50.640625 1635993506.1280
MEM 50.640625 1635993506.2378
MEM 50.640625 1635993506.3485
MEM 50.640625 1635993506.4591
MEM 50.640625 1635993506.5709
MEM 50.714844 1635993506.6821
MEM 50.718750 1635993506.7919
MEM 50.726562 1635993506.9006
MEM 50.726562 1635993507.0113
MEM 50.726562 1635993507.1209
MEM 50.726562 1635993507.2307
MEM 50.726562 1635993507.3424
MEM 50.726562 1635993507.4530
MEM 50.734375 1635993507.5648
MEM 50.742188 1635993507.6755
MEM 50.746094 1635993507.7842
MEM 50.746094 1635993507.8939
MEM 50.746094 1635993508.0026
MEM 50.746094 1635993508.1123
MEM 50.746094 1635993508.2210
MEM 50.746094 1635993508.3288
MEM 50.746094 1635993508.4385
MEM 50.746094 1635993508.5482
MEM 50.746094 1635993508.6599
MEM 50.746094 1635993508.7696
MEM 50.746094 1635993508.8793
MEM 50.746094 1635993508.9910
MEM 50.746094 1635993509.1007
MEM 50.746094 1635993509.2104
MEM 50.750000 1635993509.3221
MEM 50.753906 1635993509.4338
MEM 50.753906 1635993509.5435
MEM 50.785156 1635993509.6542
MEM 50.785156 1635993509.7649
MEM 50.785156 1635993509.8766
MEM 50.785156 1635993509.9863
MEM 43.566406 1635993510.0960
MEM 43.566406 1635993510.2067
MEM 43.566406 1635993510.3164
MEM 43.566406 1635993510.4231
MEM 43.566406 1635993510.5306
MEM 43.566406 1635993510.6402
MEM 43.566406 1635993510.7499
MEM 43.566406 1635993510.8596
MEM 43.566406 1635993510.9693
MEM 43.566406 1635993511.0790
MEM 43.566406 1635993511.1888
MEM 43.566406 1635993511.2965
MEM 43.410156 1635993511.4062
MEM 43.410156 1635993511.5169
MEM 43.410156 1635993511.6276
MEM 43.410156 1635993511.7373
MEM 43.410156 1635993511.8490
MEM 43.484375 1635993511.9587
MEM 43.484375 1635993512.0674
MEM 43.484375 1635993512.1791
MEM 43.484375 1635993512.2879
MEM 43.484375 1635993512.3976
MEM 43.484375 1635993512.5093
MEM 43.484375 1635993512.6190
MEM 43.484375 1635993512.7287
MEM 43.492188 1635993512.8404
MEM 43.503906 1635993512.9481
MEM 43.519531 1635993513.0578
MEM 43.519531 1635993513.1695
MEM 43.519531 1635993513.2792
MEM 43.562500 1635993513.3909
MEM 43.562500 1635993513.5006
MEM 43.562500 1635993513.6113
MEM 43.562500 1635993513.7210
MEM 43.562500 1635993513.8327
MEM 43.562500 1635993513.9434
MEM 43.562500 1635993514.0541
MEM 43.562500 1635993514.1638
MEM 43.562500 1635993514.2735
MEM 43.562500 1635993514.3832
MEM 43.562500 1635993514.4910
MEM 43.570312 1635993514.6027
MEM 43.585938 1635993514.7144
MEM 43.585938 1635993514.8231
MEM 43.617188 1635993514.9328
MEM 43.617188 1635993515.0425
MEM 43.617188 1635993515.1542
MEM 43.617188 1635993515.2619
MEM 43.617188 1635993515.3726
MEM 43.617188 1635993515.4833
MEM 43.617188 1635993515.5930
MEM 43.617188 1635993515.7045
MEM 43.617188 1635993515.8162
MEM 43.617188 1635993515.9269
MEM 43.617188 1635993516.0376
MEM 43.617188 1635993516.1473
MEM 43.617188 1635993516.2590
MEM 43.617188 1635993516.3687
MEM 43.617188 1635993516.4804
MEM 43.617188 1635993516.5901
MEM 43.460938 1635993516.6998
MEM 43.718750 1635993516.8105
MEM 43.718750 1635993516.9192
MEM 43.718750 1635993517.0299
MEM 43.718750 1635993517.1426
MEM 43.792969 1635993517.2523
MEM 43.792969 1635993517.3620
MEM 43.796875 1635993517.4727
MEM 43.796875 1635993517.5824
MEM 43.796875 1635993517.6941
MEM 43.796875 1635993517.8038
MEM 43.796875 1635993517.9155
MEM 43.796875 1635993518.0252
MEM 43.804688 1635993518.1360
MEM 43.816406 1635993518.2447
MEM 43.832031 1635993518.3563
MEM 43.832031 1635993518.4679
MEM 43.832031 1635993518.5797
MEM 43.832031 1635993518.6894
MEM 43.832031 1635993518.7990
MEM 43.832031 1635993518.9088
MEM 43.832031 1635993519.0205
MEM 43.832031 1635993519.1302
MEM 43.832031 1635993519.2379
MEM 43.832031 1635993519.3456
MEM 43.832031 1635993519.4553
MEM 43.832031 1635993519.5660
MEM 43.832031 1635993519.6767
MEM 43.832031 1635993519.7884
MEM 43.843750 1635993519.8991
MEM 43.847656 1635993520.0088
MEM 43.847656 1635993520.1195
MEM 43.878906 1635993520.2302
MEM 43.878906 1635993520.3419
MEM 43.878906 1635993520.4516
MEM 43.878906 1635993520.5623
MEM 43.878906 1635993520.6731
MEM 43.878906 1635993520.7827
MEM 43.878906 1635993520.8922
MEM 43.878906 1635993521.0039
MEM 43.878906 1635993521.1136
MEM 43.878906 1635993521.2223
MEM 43.878906 1635993521.3300
MEM 43.878906 1635993521.4388
MEM 43.878906 1635993521.5484
MEM 43.878906 1635993521.6591
MEM 43.878906 1635993521.7708
MEM 43.878906 1635993521.8815
MEM 43.703125 1635993521.9912
MEM 43.703125 1635993522.1019
MEM 43.703125 1635993522.2116
MEM 43.703125 1635993522.3224
MEM 43.777344 1635993522.4311
MEM 43.816406 1635993522.5398
MEM 43.816406 1635993522.6505
MEM 43.816406 1635993522.7562
MEM 43.816406 1635993522.8669
MEM 43.875000 1635993522.9776
MEM 43.882812 1635993523.0883
MEM 43.890625 1635993523.1970
MEM 43.902344 1635993523.3077
MEM 43.910156 1635993523.4174
MEM 43.914062 1635993523.5282
MEM 43.914062 1635993523.6389
MEM 43.914062 1635993523.7486
MEM 43.914062 1635993523.8563
MEM 43.914062 1635993523.9650
MEM 43.914062 1635993524.0727
MEM 43.914062 1635993524.1814
MEM 43.914062 1635993524.2901
MEM 43.914062 1635993524.3998
MEM 43.914062 1635993524.5095
MEM 43.914062 1635993524.6172
MEM 43.914062 1635993524.7289
MEM 43.914062 1635993524.8407
MEM 43.914062 1635993524.9514
MEM 43.914062 1635993525.0621
MEM 43.929688 1635993525.1737
MEM 43.960938 1635993525.2855
MEM 43.960938 1635993525.3972
MEM 43.960938 1635993525.5089
MEM 43.960938 1635993525.6205
MEM 43.960938 1635993525.7322
MEM 43.960938 1635993525.8430
MEM 43.960938 1635993525.9547
MEM 44.042969 1635993526.0652
MEM 44.042969 1635993526.1769
MEM 44.042969 1635993526.2886
MEM 44.042969 1635993526.3993
MEM 44.042969 1635993526.5091
MEM 44.042969 1635993526.6198
MEM 44.042969 1635993526.7275
MEM 44.042969 1635993526.8392
MEM 44.042969 1635993526.9509
MEM 43.843750 1635993527.0606
MEM 43.843750 1635993527.1723
MEM 43.843750 1635993527.2839
MEM 43.843750 1635993527.3956
MEM 43.921875 1635993527.5074
MEM 43.937500 1635993527.6181
MEM 43.953125 1635993527.7298
MEM 43.953125 1635993527.8415
MEM 43.953125 1635993527.9522
MEM 43.953125 1635993528.0629
MEM 44.019531 1635993528.1746
MEM 44.027344 1635993528.3112
MEM 44.035156 1635993528.4259
